general_plant_id,watering,watering_general_benchmark,sunlight,soil,drought_tolerant,salt_tolerant,pruning_month,pruning_count,pest_susceptibility,flowers_detail,harvest_season,growth_rate,maintenance,care_level,watering_guide,sunlight_guide,pruning_guide
270,Average,,"['full sun', 'part shade']",[],False,False,"['February', 'March', 'April']",,[],,,Low,,Medium,,,
271,Average,"At least once ""7-10"" days","['full sun', 'part shade']",[],False,False,"['December', 'January', 'February', 'March', 'April']",,[],,,High,,Moderate,,,
272,Average,"At least once ""7-10"" days","['full sun', 'part shade']","['Acidic', ' Well-drained']",True,False,"['September', 'October', 'November', 'December', 'January', 'February', 'May']",,"['Pest resistant', ' Disease resistant']",,Fall,Moderate,Moderate,Medium,,,
273,Average,"At least once ""7-10"" days","['full sun', 'part shade']",[],False,False,"['February', 'March', 'April']",,[],,Fall,High,Low,Medium,,,
274,Average,"At least once ""7-10"" days",['full sun'],[],True,False,['February'],,[],,Fall,Low,Low,Medium,,,
275,Average,,"['Full sun', 'part shade']",[],True,True,"['February', 'February']",,[],,Summer,Low,Moderate,Medium,,,
276,Average,"At least once ""7-10"" days",['Full sun'],"['Rocky ', ' gravelly ', ' dry', ' Well-drained']",False,True,"['February', 'March', 'April', 'March', 'April']",,"['Deer resistant', ' Drought resistant']",Flowers in Summer,Fall,High,Low,Medium,,,
277,Average,"At least once ""3-4"" days","['full sun', 'part shade']",[],True,False,"['December', 'January', 'November', 'February']",,[],,Fall,Low,,Medium,,,
278,Minimum,"At least once ""7-10"" days","['full sun', 'part sun/part shade']",[],False,False,"['February', 'March', 'April', 'June', 'July', 'August']",,[],,Fall,High,Low,Medium,,,
279,Average,"At least once ""7-10"" days","['Filtered shade', ' Full sun', ' Part sun/part shade']","['Acidic', ' Well-drained']",True,False,"['February', 'March', 'April']",,"['Scale insects', '  Pest resistant', ' Disease resistant', ' Rabbit resistant', ' Drought resistant ']",Flowers in Spring,Fall,Moderate,Moderate,Medium,,,
280,Average,"At least once ""7-10"" days",['full sun'],['Well-drained'],False,False,"['March', 'April', 'May']",,"['Rodents', '  Pest resistant', ' Disease resistant ']",Flowers in Spring,Fall,Moderate,Low,Medium,,,
281,Average,"At least once ""7-10"" days",['Full sun'],['Well-drained'],False,False,"['February', 'March', 'April', 'March', 'April', 'May', 'June', 'July', 'August', 'September']",,"['Rodents', '  Pest resistant', ' Disease resistant ']",Flowers in Spring,Fall,Moderate,Low,,,,
282,Average,"At least once ""7-10"" days",['Full sun'],['Well-drained'],False,False,"['February', 'March', 'April', 'May']",,"['Rodents', '  Pest resistant', ' Disease resistant ']",Flowers in Spring,Fall,Moderate,Low,,,,
283,Average,"At least once ""7-10"" days",['full sun'],['Well-drained'],False,False,"['March', 'April', 'May']",,"['Rodents', '  Pest resistant', ' Disease resistant ']",Flowers in Spring,Fall,Moderate,Low,,,,
284,Average,"At least once ""7-10"" days",['full sun'],['Well-drained'],False,False,"['February', 'March', 'April']",,"['Rodents', '  Pest resistant', ' Disease resistant ']",Flowers in Spring,Fall,Moderate,Low,Medium,,,
285,Average,"At least once ""7-10"" days",['Full sun'],['Well-drained'],False,False,"['February', 'February']",,"['Rodents', '  Pest resistant', ' Disease resistant ']",Flowers in Spring,Fall,Moderate,Low,Medium,,,
286,Average,"At least once ""7-10"" days",['full sun'],['Well-drained'],False,False,"['February', 'March', 'April', 'May']",,"['Rodents', '  Pest resistant', ' Disease resistant ']",Flowers in Spring,Fall,Moderate,Low,Medium,,,
287,Frequent,"At least once ""7-10"" days",['full sun'],['Well-drained'],False,False,"['February', 'March', 'April']",,"['Rodents', '  Pest resistant', ' Disease resistant ']",Flowers in Spring,,Moderate,Low,Medium,,,
288,Minimum,"At least once ""7-10"" days","['full sun', 'part sun/part shade']",['Well-drained'],True,False,"['March', 'April', 'June', 'July', 'August', 'March', 'April', 'May', 'December', 'January', 'February', 'May', 'June', 'July', 'August']",,"['Pest resistant', ' Disease resistant']",Flowers in Spring,Fall,Low,Moderate,Medium,,,
289,Average,"At least once ""7-10"" days",['full sun'],['Well-drained'],True,False,"['March', 'April', 'May', 'December', 'January', 'February', 'March', 'April']",,"['Pest resistant', ' Disease resistant']",Flowers in Spring,Fall,Low,Moderate,Medium,,,
290,Average,"At least once ""3-4"" days","['full sun', 'part shade']",['Well-drained'],False,False,"['February', 'August', 'December', 'January', 'February', 'August']",,"['Pest resistant', ' Disease resistant']",Flowers in Spring,Summer,Low,Moderate,Medium,,,
291,Average,"At least once ""3-4"" days",['full sun'],['Well-drained'],True,False,"['February', 'March', 'April', 'May']",,"['Pest resistant', ' Disease resistant']",Flowers in Spring,Fall,Low,Moderate,Medium,,,
292,Average,"At least once ""3-4"" days","['full sun', 'part shade']",[],False,False,"['February', 'May']",,[],,Fall,Low,Moderate,Medium,,,
293,Average,"At least once ""3-4"" days","['full sun', 'part sun/part shade']",['Bog'],False,False,"['December', 'January', 'February', 'March', 'April', 'May', 'June', 'July', 'August', 'December', 'January', 'February']",,"['Pest resistant', ' Disease resistant']",Flowers in Spring,Fall,Moderate,Low,Medium,,,
294,Average,"At least once ""7-10"" days",['full sun'],['Sandy Loamy Clay'],True,False,"['March', 'April', 'May']",,"['Anthracnose', ' Fungal leaf spot', ' Rust', ' Stem borer insects', '  Disease resistant', ' Drought resistant ']",,Fall,Moderate,Moderate,Medium,,,
295,Average,"At least once ""10-14"" days",['full sun'],['Sandy Loamy Clay'],True,False,"['February', 'March', 'April', 'December', 'January', 'February']",,"['Anthracnose', ' Fungal leaf spot', ' Rust', ' Stem borer insects', '  Disease resistant', ' Drought resistant ']",,Fall,Moderate,Moderate,Medium,,,
296,Average,"At least once ""7-10"" days",['Full sun'],['Well-drained'],True,True,"['February', 'March', 'April']",,"['Fungal leaf spot', ' Nematodes', ' Root rot', '  Pest resistant', ' Disease resistant', ' Deer resistant', ' Drought resistant ']",Flowers in Spring,Fall,Moderate,Low,Medium,,,
297,Average,"At least once ""7-10"" days",['full sun'],['Well-drained'],True,False,"['September', 'October', 'November', 'February', 'March', 'April', 'June', 'July', 'August']",,"['Fungal leaf spot', ' Nematodes', ' Root rot', '  Pest resistant', ' Disease resistant', ' Deer resistant', ' Drought resistant ']",Flowers in Spring,Autumn,Moderate,Low,Medium,,,
298,Average,"At least once ""7-10"" days",['Full sun'],['Well-drained'],True,False,"['March', 'April', 'March', 'April']",,"['Fungal leaf spot', ' Nematodes', ' Root rot', '  Pest resistant', ' Disease resistant', ' Deer resistant', ' Drought resistant ']",Flowers in Spring,Fall,Moderate,Low,Medium,,,
299,Average,"At least once ""7-10"" days",['full sun'],['Well-drained'],True,False,"['March', 'April', 'May']",,"['Fungal leaf spot', ' Nematodes', ' Root rot', '  Pest resistant', ' Disease resistant', ' Deer resistant', ' Drought resistant ']",Flowers in Spring,Fall,Moderate,Low,Medium,,,
300,Frequent,"At least once ""7-10"" days",['full sun'],['Well-drained'],True,False,"['February', 'March', 'April', 'May', 'May']",,"['Fungal leaf spot', ' Nematodes', ' Root rot', '  Pest resistant', ' Disease resistant', ' Deer resistant', ' Drought resistant ']",Flowers in Spring,Fall,Moderate,Low,Medium,,,
301,Average,"At least once ""7-10"" days",['Full sun'],[],True,True,"['February', 'March', 'April']",,[],,Fall,High,Moderate,Moderate,,,
302,Frequent,,['full sun'],[],True,True,"['February', 'March', 'April']",,[],,,High,Low,,,,
303,Average,,"['full sun', 'part sun/part shade']",['Well-drained'],False,False,"['February', 'January', 'February', 'August', 'July', 'August', 'February', 'August']",,"['Abiotic disorder', ' Fungal leaf spot', ' Mildew', ' Mold', ' Nematodes', '  Deer resistant', ' Rabbit resistant ']",Flowers in Summer,Fall,High,Moderate,Medium,,,
304,Frequent,"At least once ""7-10"" days","['filtered shade', 'full sun']",['Well-drained'],False,True,"['December', 'January', 'February', 'March', 'April', 'June', 'July', 'August']",,"['Abiotic disorder', ' Fungal leaf spot', ' Mildew', ' Mold', ' Nematodes', '  Deer resistant', ' Rabbit resistant ']",Flowers in Summer,Fall,High,Moderate,Medium,,,
305,Average,"At least once ""7-10"" days","['full sun', 'part sun/part shade']",['Well-drained'],False,False,"['August', 'February', 'August', 'February']",,"['Abiotic disorder', ' Fungal leaf spot', ' Mildew', ' Mold', ' Nematodes', '  Deer resistant', ' Rabbit resistant ']",Flowers in Summer,Fall,High,Moderate,,,,
306,Average,,"['Filtered shade', ' Full sun']",['Well-drained'],False,True,"['February', 'March', 'April']",,"['Abiotic disorder', ' Fungal leaf spot', ' Mildew', ' Mold', ' Nematodes', '  Deer resistant', ' Rabbit resistant ']",Flowers in Summer,Fall,High,Moderate,,,,
307,Frequent,"At least once ""7-10"" days",['full sun'],[],True,False,"['March', 'April', 'August', 'May', 'August']",,[],,Fall,Moderate,Moderate,Medium,,,
308,Minimum,"At least once ""7-10"" days","['full sun', 'part sun/part shade']",['Sandy Loamy Clay Rocky'],True,True,"['February', 'March', 'April', 'May']",,[],,Fall,Low,Low,Moderate,,,
309,Average,"At least once ""7-10"" days","['full sun', 'part sun/part shade']",[],True,True,"['May', 'June', 'July', 'May']",,[],,Fall,Low,Low,Low,,,
310,Average,"At least once ""7-10"" days",['Full sun'],['Sandy Loamy Clay Rocky'],True,True,"['February', 'March', 'April']",,[],,,Low,,Medium,,,
311,Average,"At least once ""7-10"" days","['full sun', 'part sun/part shade']","['Rocky ', ' gravelly ', ' dry', ' Well-drained']",True,True,"['May', 'June', 'July', 'May']",,"['Dieback', ' Heart rot', ' Leaf miner insect', ' Mites', ' Nematodes', ' Rust', ' Scale insects', '  Deer resistant', ' Drought resistant ']",Flowers in Spring,Fall,Low,,Moderate,,,
312,Frequent,"At least once ""7-10"" days","['full sun', 'part shade']",[],True,True,"['May', 'June', 'July', 'May']",,[],,,High,,Medium,,,
313,Average,"At least once ""7-10"" days",['Full sun'],"['Humus rich', ' Well-drained']",True,False,"['February', 'March', 'April']",,"['Dieback', ' Root rot', ' Wilt', '  Pest resistant', ' Disease resistant', ' Drought resistant ']",Flowers in Summer,Summer,Low,Low,Medium,,,
314,Average,,['full sun'],"['Humus rich', ' Well-drained']",True,False,"['February', 'March', 'April']",,"['Dieback', ' Root rot', ' Wilt', '  Pest resistant', ' Disease resistant', ' Drought resistant ']",Flowers in Summer,,High,Low,,,,
315,Average,"At least once ""7-10"" days","['full sun', 'part shade']",[],False,False,"['May', 'June', 'July', 'July']",,[],,,Low,,Medium,,,
316,Frequent,,"['full sun', 'part shade']",[],False,False,"['March', 'April', 'May', 'November', 'March']",,[],,,High,,Medium,,,
317,Frequent,,['full sun'],[],True,True,"['February', 'March', 'April', 'May']",,[],,Fall,Low,Moderate,,,,
318,Minimum,,"['full sun', 'part sun/part shade']",['Well-drained'],True,True,"['March', 'April', 'May', 'June', 'July', 'August', 'September', 'May', 'September', 'October', 'November', 'May', 'June', 'July', 'March', 'April', 'May', 'June', 'July', 'August', 'September', 'June', 'July', 'August', 'September', 'October', 'November']",,"['Fungal leaf spot', '  Pest resistant', ' Rabbit resistant', ' Drought resistant ']",,Fall,Moderate,Moderate,Medium,,,
319,Average,"At least once ""7-10"" days",['full sun'],['Acidic'],True,False,"['March', 'April', 'May', 'June', 'July', 'March', 'April', 'May']",,"['Anthracnose', '  Deer resistant', ' Rabbit resistant ']",,,Moderate,Low,Medium,,,
320,Average,"At least once ""7-10"" days",['full sun'],['Acidic'],True,False,"['March', 'April', 'March', 'April', 'June', 'July', 'August', 'August', 'September']",,"['Anthracnose', '  Deer resistant', ' Rabbit resistant ']",,Fall,Moderate,Low,Medium,,,
321,Average,"At least once ""3-4"" days",['full sun'],['Acidic'],False,False,"['February', 'March', 'April']",,"['Anthracnose', '  Deer resistant', ' Rabbit resistant ']",,Fall,Moderate,Low,,,,
322,Average,"At least once ""7-10"" days",['full sun'],['Acidic'],False,False,['February'],,"['Anthracnose', '  Deer resistant', ' Rabbit resistant ']",,Fall,Moderate,Low,Medium,,,
323,Minimum,"At least once ""7-10"" days",['full sun'],['Acidic'],False,False,"['February', 'March', 'April', 'May']",,"['Anthracnose', '  Deer resistant', ' Rabbit resistant ']",,Fall,Moderate,Low,Medium,,,
324,Average,"At least once ""7-10"" days",['Full sun'],['Loamy Humus'],True,False,"['February', 'March', 'April']",,"['Anthracnose', ' Fungal leaf spot', ' Root rot']",,Fall,High,Low,Medium,,,
325,Average,"At least once ""7-10"" days",['Full sun'],['Loamy Humus'],True,False,"['February', 'March', 'April', 'February', 'March']",,"['Anthracnose', ' Fungal leaf spot', ' Root rot']",,Fall,High,Low,Medium,,,
326,Minimum,,['full sun'],['Loamy Humus'],True,False,"['February', 'March', 'April']",,"['Anthracnose', ' Fungal leaf spot', ' Root rot']",Flowers in Summer,Fall,High,Low,Medium,,,
327,Frequent,,['full sun'],['Loamy Humus'],True,False,"['March', 'April', 'May', 'August', 'March', 'April', 'May', 'August', 'May']",,"['Anthracnose', ' Fungal leaf spot', ' Root rot']",,Fall,High,Low,Medium,,,
328,Average,"At least once ""7-10"" days","['Full sun', 'part shade']",[],False,False,"['February', 'March', 'April']",,[],Flowers in Spring,Fall,Low,Low,,,,
329,Average,"At least once ""7-10"" days","['full sun', 'part shade']",[],True,False,"['February', 'March', 'April', 'May']",,[],,Fall,High,Low,Medium,,,
330,Average,"At least once ""3-4"" days","['full sun', 'part shade']",[],True,False,"['February', 'March', 'April', 'May']",,[],,Fall,High,Low,High,,,
331,Average,"At least once ""3-4"" days",['full sun'],[],False,False,"['February', 'March', 'April']",,[],,Fall,High,Low,Medium,,,
332,Average,"At least once ""7-10"" days","['full sun', 'part shade']",[],False,False,"['May', 'June', 'July', 'March', 'April', 'May', 'May']",,[],,,High,,Medium,,,
333,Average,"At least once ""7-10"" days","['full sun', 'part shade']",[],True,True,"['March', 'April', 'March', 'April']",,[],Flowers in Spring,Fall,High,Low,High,,,
334,Minimum,"At least once ""7-10"" days","['full sun', 'part shade']",[],False,False,"['March', 'April']",,[],,,Low,,Medium,,,
335,Frequent,"At least once ""7-10"" days",['full sun'],[],True,True,"['February', 'March', 'April']",,[],,,High,,High,,,
336,Average,"At least once ""3-4"" days",['full sun'],[],False,False,"['March', 'April', 'May', 'February', 'March', 'April', 'May']",,[],,,High,,Medium,,,
337,Average,"At least once ""7-10"" days","['full sun', 'part shade']",[],False,False,"['February', 'March', 'April']",,[],,,Low,,Medium,,,
338,Average,"At least once ""7-10"" days","['full sun', 'part shade']","['Humus rich', ' Well-drained']",False,False,"['March', 'April', 'April', 'May', 'June', 'July', 'May', 'June']",,"['Pest resistant', ' Disease resistant']",Flowers in Spring,Fall,Low,Moderate,Medium,,,
339,Average,"At least once ""7-10"" days","['Full sun', 'part shade']",['Well-drained'],True,True,['February'],,"['Diptera - true flies', ' Leaf miner insect', ' Stem borer insects']",,Fall,Moderate,Moderate,Medium,,,
340,Average,"At least once ""7-10"" days","['full sun', 'part shade']",['Well-drained'],False,False,"['March', 'April']",,"['Diptera - true flies', ' Leaf miner insect', ' Stem borer insects']",,Fall,Moderate,Moderate,Medium,,,
341,Average,"At least once ""7-10"" days","['Full sun', 'part shade']",['Well-drained'],False,False,"['March', 'April', 'May', 'June', 'July', 'August', 'September', 'March', 'April', 'March', 'April', 'May', 'June', 'July', 'August', 'September']",,"['Diptera - true flies', ' Leaf miner insect', ' Stem borer insects']",,Fall,Moderate,Moderate,Medium,,,
342,Average,"At least once ""7-10"" days","['Full sun', 'part shade']",['Well-drained'],False,False,"['May', 'June', 'July']",,"['Diptera - true flies', ' Leaf miner insect', ' Stem borer insects']",,Fall,Moderate,Moderate,,,,
343,Average,"At least once ""7-10"" days","['full sun', 'part shade']",['Well-drained'],False,False,"['May', 'June', 'July']",,"['Diptera - true flies', ' Leaf miner insect', ' Stem borer insects']",,Fall,Moderate,Moderate,Medium,,,
344,Average,"At least once ""7-10"" days","['full sun', 'part sun/part shade']","['Humus rich', ' Well-drained']",False,False,"['February', 'March', 'April']",,"['Scale insects', '  Pest resistant', ' Disease resistant ']",Flowers in Spring,,Low,Moderate,,,,
345,Frequent,"At least once ""7-10"" days","['full sun', 'part sun/part shade']","['Humus rich', ' Well-drained']",False,False,"['March', 'April', 'March', 'April', 'May', 'March', 'April', 'May']",,"['Scale insects', '  Pest resistant', ' Disease resistant ']",Flowers in Spring,Fall,Low,Moderate,,,,
346,Average,"At least once ""3-4"" days",['full sun'],"['Humus rich', ' Well-drained']",False,True,"['February', 'March', 'April']",,"['Pest resistant', ' Disease resistant']",Flowers in Spring,Fall,Moderate,Moderate,Medium,,,
347,Average,"At least once ""7-10"" days",['Full sun'],['Well-drained'],False,False,"['March', 'April', 'May', 'June', 'July']",,['Deer resistant'],Flowers in Spring,Fall,Moderate,,,,,
348,Frequent,"At least once ""7-10"" days",['full sun'],['Well-drained'],False,False,"['February', 'March', 'April', 'May']",,['Deer resistant'],Flowers in Spring,Fall,Moderate,,Medium,,,
349,Average,"At least once ""3-4"" days","['full sun', 'part sun/part shade']","['Acidic', ' Well-drained']",False,False,"['December', 'January', 'February', 'May', 'June', 'July', 'May']",,"['Anthracnose', ' Bacterial leaf spot', ' Dieback', ' Scale insects']",Flowers in Spring,Fall,Moderate,,Medium,,,
350,Average,,"['full sun', 'part sun/part shade']","['Acidic', ' Well-drained']",False,False,"['February', 'March', 'April']",,"['Anthracnose', ' Bacterial leaf spot', ' Dieback', ' Scale insects']",Flowers in Spring,Fall,Moderate,,Medium,,,
351,Frequent,"At least once ""3-4"" days",['full sun'],[],False,False,"['February', 'March', 'April', 'May']",,[],,Fall,High,,Medium,,,
352,Average,"At least once ""7-10"" days",['full sun'],[],True,False,"['March', 'April']",,[],,Fall,High,,Medium,,,
353,Frequent,"At least once ""3-4"" days",['full sun'],[],False,False,"['March', 'April']",,[],,Fall,Low,,Medium,,,
354,Frequent,"At least once ""3-4"" days","['full sun', 'filtered shade']",[],False,False,"['February', 'March', 'April']",,[],Flowers in Spring,Fall,High,High,Medium,,,
355,Average,"At least once ""3-4"" days","['full sun', 'part shade']",[],False,False,"['February', 'March', 'April']",,[],,,Low,,Medium,,,
356,Average,"At least once ""7-10"" days",['full sun'],[],True,True,"['February', 'March', 'April', 'June', 'July', 'August']",,[],,Fall,High,,Medium,,,
357,Frequent,"At least once ""7-10"" days",['full sun'],[],False,False,"['February', 'March', 'April']",,[],,Fall,Low,,Medium,,,
358,Frequent,"At least once ""7-10"" days",['full sun'],[],False,False,"['March', 'April', 'March', 'April', 'May', 'August']",,[],,Fall,High,,Medium,,,
359,Average,"At least once ""3-4"" days",['full sun'],[],True,True,"['February', 'March', 'April', 'May']",,[],,Fall,High,,,,,
360,Average,"At least once ""3-4"" days",['full sun'],[],False,False,"['February', 'March', 'April']",,[],Flowers in Spring,,Low,Low,Moderate,,,
361,Average,"At least once ""3-4"" days",['full sun'],[],False,False,"['February', 'March', 'April', 'August', 'June', 'July', 'August']",,[],,Fall,High,,Medium,,,
362,Frequent,"At least once ""7-10"" days",['full sun'],[],False,False,"['March', 'April', 'May', 'February', 'June', 'July']",,[],,Fall,High,,,,,
363,Frequent,"At least once ""7-10"" days","['full sun', 'part shade']",[],False,False,"['March', 'April', 'May', 'June', 'July', 'August']",,[],,Fall,Low,,Medium,,,
364,Frequent,"At least once ""7-10"" days",['full sun'],[],False,False,['February'],,[],,Fall,Low,,Medium,,,
365,Frequent,"At least once ""7-10"" days",['full sun'],[],True,False,"['February', 'March', 'April', 'May']",,[],,Fall,Low,,Medium,,,
366,Average,"At least once ""7-10"" days","['full sun', 'part sun/part shade']",[],False,False,"['February', 'March', 'April']",,[],,Summer,High,,Medium,,,
367,Frequent,"At least once ""7-10"" days",['full sun'],[],False,False,['February'],,[],,Fall,High,,,,,
368,Average,"At least once ""7-10"" days",['full sun'],[],False,False,"['February', 'March', 'April', 'February', 'April']",,[],Flowers in Spring,Fall,High,High,Medium,,,
369,Frequent,"At least once ""7-10"" days","['full sun', 'part shade']",[],False,False,"['February', 'March', 'April']",,[],,Fall,High,,Medium,,,
370,Frequent,"At least once ""7-10"" days","['full sun', 'part shade']",[],False,False,"['March', 'April']",,[],Flowers in Spring,Fall,High,High,Medium,,,
371,Frequent,"At least once ""7-10"" days",['full sun'],[],True,True,"['December', 'January', 'February']",,[],,Fall,Low,,Medium,,,
372,Average,"At least once ""3-4"" days",['full sun'],[],False,False,['February'],,[],Flowers in Spring,,Low,Low,Medium,,,
373,Frequent,"At least once ""3-4"" days","['full sun', 'part shade']",[],False,False,"['February', 'March', 'April']",,[],,Fall,High,,Medium,,,
374,Average,"At least once ""3-4"" days",['full sun'],[],False,False,"['February', 'March', 'April']",,[],,,High,,Medium,,,
375,Frequent,"At least once ""3-4"" days",['full sun'],[],False,False,"['February', 'March', 'April']",,[],,Fall,High,,Medium,,,
376,Frequent,"At least once ""7-10"" days",['full sun'],[],False,False,"['December', 'January', 'February', 'December', 'February']",,[],,Fall,High,,Medium,,,
377,Average,"At least once ""7-10"" days",['full sun'],[],True,True,"['February', 'March', 'April']",,[],,,High,Low,Medium,,,
378,Frequent,"At least once ""7-10"" days","['full sun', 'part shade']",[],False,False,"['March', 'April']",,[],,Fall,Low,,Medium,,,
379,Average,"At least once ""7-10"" days","['full sun', 'part shade']",[],True,False,"['March', 'April']",,[],,,Low,,Moderate,,,
380,Frequent,"At least once ""7-10"" days",['full sun'],[],False,False,"['February', 'March', 'April', 'May']",,[],,,High,,,,,
381,Average,"At least once ""7-10"" days",['full sun'],[],True,True,"['February', 'March', 'April']",,[],,,Low,,Medium,,,
382,Average,"At least once ""7-10"" days",['full sun'],[],True,False,"['March', 'April', 'May', 'June', 'July', 'August']",,[],,,High,Moderate,Medium,,,
383,Average,"At least once ""3-4"" days",['full sun'],[],True,False,"['February', 'February', 'March']",,[],,Fall,High,,,,,
384,Frequent,"At least once ""7-10"" days",['full sun'],[],True,False,"['February', 'March', 'April', 'March', 'April', 'May', 'June', 'July', 'August', 'September']",,[],,Summer,High,,,,,
385,Average,"At least once ""3-4"" days","['full sun', 'part sun/part shade']",[],False,False,"['February', 'March', 'April', 'May', 'March', 'April', 'May', 'May', 'March', 'April', 'May', 'June', 'July', 'August', 'September']",,[],,Fall,High,,,,,
386,Average,,['full sun'],[],False,False,"['March', 'April', 'March', 'April', 'May', 'May', 'March', 'April', 'May', 'June', 'July', 'August', 'September']",,[],,Fall,Low,,Moderate,,,
387,Frequent,"At least once ""7-10"" days",['full sun'],[],False,False,"['March', 'April', 'March', 'April', 'May', 'June', 'July', 'August', 'September']",,[],,Fall,High,,,,,
388,Average,,['full sun'],"['Acidic', ' Humus rich', ' Well-drained']",True,True,"['February', 'March', 'April']",,"['Pest resistant', ' Disease resistant', ' Deer resistant']",Flowers in Spring,,High,Low,,,,
389,Frequent,,['full sun'],"['Acidic', ' Humus rich', ' Well-drained']",True,False,"['November', 'December', 'January', 'February', 'June', 'December', 'January', 'February']",,"['Pest resistant', ' Disease resistant', ' Deer resistant']",Flowers in Spring,,High,Low,Medium,,,
390,Average,"At least once ""7-10"" days","['full sun', 'part sun/part shade', 'sheltered']","['Acidic', ' Well-drained']",True,True,"['February', 'March', 'April', 'February', 'March']",,"['Dieback', ' Fungal leaf spot', ' Galls', ' Heart rot', ' Leaf miner insect', ' Mites', ' Rust', ' Scale insects', '  Pest resistant', ' Disease resistant ']",Flowers in Spring,Fall,Moderate,Low,Medium,,,
391,Average,"At least once ""7-10"" days",['full sun'],['Well-drained'],True,True,"['February', 'March', 'April']",,"['Pest resistant', ' Disease resistant', ' Drought resistant']",,Fall,Moderate,Moderate,Moderate,,,
392,Average,"At least once ""7-10"" days","['full sun', 'part shade']",[],True,False,"['February', 'March', 'April', 'March', 'April', 'May', 'June', 'July', 'August', 'September']",,[],,Fall,Low,,Medium,,,
393,Average,"At least once ""7-10"" days",['full sun'],"['Acidic', ' Well-drained']",True,False,"['September', 'October', 'November', 'December', 'January', 'February', 'May']",,"['Pest resistant', ' Disease resistant']",Flowers in Winter,Fall,Moderate,Moderate,,,,
394,Average,,"['full sun', 'part sun/part shade', 'sheltered']",['Well-drained'],False,False,"['February', 'February', 'March', 'November', 'December']",,"['Dieback', ' Fungal leaf spot', ' Heart rot', ' Root rot']",Flowers in Spring,Fall,High,Moderate,Medium,,,
395,Average,"At least once ""3-4"" days","['Full sun', ' Part sun/part shade']","['Acidic', ' Well-drained']",False,False,"['February', 'March', 'April']",,"['Galls', ' Mites', ' Stem borer insects', '  Drought resistant ']",,,High,Low,Medium,,,
